id,company_id,name,created_at,updated_at
40,58,"No 59/9 Pham Van Chieu Street, 14 Ward,Go Vap District, HCM City, Vietnam.Tel: (+84) 866 780 206",45:14.6,45:14.6
41,59,"Phu Minh Industrial Zone, Co Nhue Commune Tu Liem DIstrict - Ha Noi - Vietnam. Contact: Ha Hong Vo, Tel: (+84) 438 371 353",53:17.6,53:17.6
42,60,"No.11/34 Moo 6, Klong 3, Klong Luang, Pathumthani 12120, Thailand. Tel: 02 5240929-36, 086 0874461",09:55.5,09:55.5
43,61,"83/1 Moo 4 Khea Rai, Kratumban, Samutsakorn 74110. Tel: 034-849-401, 034-849-592-3",23:46.7,23:46.7
44,62,"200/1 Soi Jaransanitwong 42 Jaransanitwong Road, Bangyeekhan, Bangplad, Bangkok 10700 Thailand. Tel: 02 423-0051-2",14:34.5,14:34.5
45,65,"559/97-98 Soi Nonsi, Chongnonsi, Yannawa, Bangkok 10120. Tel: 02-2841297, 081-7208552",33:11.1,33:11.1
46,66,"Lot A , Longduc Industrial Park Travinh City, Travinh Province, Vietnam/Contact: Huan Tran Quang/Tel:(+84) 932 778 354",10:06.6,10:06.6
47,68,"F 12 / 23 F Quach Dieu St ., Ap 6, Vinh Loc Ward, Binh Chanh Dist. , HCM City, Vietnam/Contact: Chuong Ha Vu Hoang/ Tel: (+84) 913 386 272",13:19.3,13:19.3
48,69,"3/107 Thu Khoa Huan St,.KP Binh Thuan 1 , Thuan Giao,Thuan An Town , Binh Duong Province , Vietnam./Contact: Tri Do Quoc /Tel: (+84) 942 555 439",19:27.1,19:27.1
49,70,"176 Moo 6 Sethakij Road, Thasai, Muang Samutsakorn 74000 Thailand. Tel: 034816 126-9",49:37.8,49:37.8
50,71,"98/6 Moo 1 Rama2 Rd, Bangnumjude Muang, Samutsakorn 74000 Thailand/ Tel: 034 441848-50",36:21.2,36:21.2
51,72,"888/127 Moo 19, Bang Phli-Tamru Rd, T. Bang Phli Yai, A. Bang Phli, Samutprakarn 10540 Thailand./ Tel : 02 1747367",43:41.4,43:41.4
52,73,"30/32 Moo 1 Soi S1/2 Khok kham, Muang Samutsakhon, Samutsakhon 74000 Thailand/ Tel:(034)-452136-9, (02)-4022223-6",46:23.8,46:23.8
